anomaly_index,action_type,target,reason,severity,severity_value,params
454,block_ip,192.58.128.30,Block IP 192.58.128.30 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.58.128.30', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream fin1 fin with wrong seq'}"
454,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa'}"
455,log,system,Anomaly detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-21 15:24:57.752000+0000', tz='UTC'), 'anomaly_score': -19.02988192878067}"
455,alert,security_team,MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'src_ip': '170.247.170.2', 'dst_ip': '192.168.180.129', 'confidence': 0.51}"
455,block_ip,170.247.170.2,Block IP 170.247.170.2 on pfSense due to malware attack,CRITICAL,4,"{'ip': '170.247.170.2', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream fin1 fin with wrong seq'}"
455,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa'}"
456,log,system,Anomaly detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-21 15:24:59.817000+0000', tz='UTC'), 'anomaly_score': -19.502631586165585}"
456,alert,security_team,MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'src_ip': '170.247.170.2', 'dst_ip': '192.168.180.129', 'confidence': 0.51}"
456,block_ip,170.247.170.2,Block IP 170.247.170.2 on pfSense due to malware attack,CRITICAL,4,"{'ip': '170.247.170.2', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream fin1 fin with wrong seq'}"
456,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa'}"
457,log,system,Anomaly detected: sshd: authentication success.,LOW,1,"{'event_desc': 'sshd: authentication success.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-21 15:50:21.364000+0000', tz='UTC'), 'anomaly_score': -23.1234835463241}"
458,log,system,Anomaly detected: pam: login session closed.,LOW,1,"{'event_desc': 'pam: login session closed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-21 15:54:17.438000+0000', tz='UTC'), 'anomaly_score': -6.841412023174587}"
462,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-22 02:32:13.808000+0000', tz='UTC'), 'anomaly_score': -39.59741992273129}"
462,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
463,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-22 02:32:13.808000+0000', tz='UTC'), 'anomaly_score': -39.233947351802115}"
463,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.96}"
464,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-22 02:32:13.808000+0000', tz='UTC'), 'anomaly_score': -40.38060109655567}"
464,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
465,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-22 02:32:13.808000+0000', tz='UTC'), 'anomaly_score': -39.8332766417091}"
465,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
466,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-22 02:32:13.809000+0000', tz='UTC'), 'anomaly_score': -40.06705729113772}"
466,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
467,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-22 02:32:13.810000+0000', tz='UTC'), 'anomaly_score': -42.01685793438084}"
467,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
468,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-22 02:32:13.810000+0000', tz='UTC'), 'anomaly_score': -41.255431625432095}"
468,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
469,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-22 02:32:13.810000+0000', tz='UTC'), 'anomaly_score': -39.87800730811263}"
469,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
470,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-22 02:32:13.810000+0000', tz='UTC'), 'anomaly_score': -39.52718647204898}"
470,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
471,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-22 02:32:13.811000+0000', tz='UTC'), 'anomaly_score': -39.2356120799147}"
471,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.96}"
472,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-22 02:32:13.811000+0000', tz='UTC'), 'anomaly_score': -39.23371360697916}"
472,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.96}"
474,log,system,Anomaly detected: systemd: service exited due to a failure.,LOW,1,"{'event_desc': 'systemd: service exited due to a failure.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-27 11:48:55.373000+0000', tz='UTC'), 'anomaly_score': -50.57201197423218}"
485,log,system,Anomaly detected: suricata: alert - gpl icmp ping *nix,LOW,1,"{'event_desc': 'suricata: alert - gpl icmp ping *nix', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 12:05:33.031000+0000', tz='UTC'), 'anomaly_score': -26.304357275615462}"
486,log,system,Anomaly detected: suricata: alert - gpl icmp ping *nix,LOW,1,"{'event_desc': 'suricata: alert - gpl icmp ping *nix', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 12:05:33.949000+0000', tz='UTC'), 'anomaly_score': -8.58722186212144}"
494,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 12:06:06.896000+0000', tz='UTC'), 'anomaly_score': -39.03031885359841}"
494,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.84}"
495,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 12:06:07.013000+0000', tz='UTC'), 'anomaly_score': -38.59798108742921}"
495,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.84}"
496,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 12:06:07.013000+0000', tz='UTC'), 'anomaly_score': -39.38528405364794}"
496,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.83}"
497,log,system,Anomaly detected: host-based anomaly detection event (rootcheck).,MEDIUM,2,"{'event_desc': 'host-based anomaly detection event (rootcheck).', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 12:06:09.960000+0000', tz='UTC'), 'anomaly_score': -14.43767346493407}"
497,alert,security_team,BENIGN detected: host-based anomaly detection event (rootcheck).,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'host-based anomaly detection event (rootcheck).', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.74}"
498,log,system,Anomaly detected: suricata: alert - gpl icmp ping *nix,LOW,1,"{'event_desc': 'suricata: alert - gpl icmp ping *nix', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 12:06:58.792000+0000', tz='UTC'), 'anomaly_score': -10.066542334416035}"
499,log,system,Anomaly detected: suricata: alert - gpl icmp ping *nix,LOW,1,"{'event_desc': 'suricata: alert - gpl icmp ping *nix', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 12:06:59.955000+0000', tz='UTC'), 'anomaly_score': -8.518575779958319}"
502,log,system,Anomaly detected: suricata: alert - gpl icmp ping *nix,LOW,1,"{'event_desc': 'suricata: alert - gpl icmp ping *nix', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 12:09:31.812000+0000', tz='UTC'), 'anomaly_score': -7.589874625136247}"
503,log,system,Anomaly detected: suricata: alert - gpl icmp ping *nix,LOW,1,"{'event_desc': 'suricata: alert - gpl icmp ping *nix', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 12:09:32.771000+0000', tz='UTC'), 'anomaly_score': -7.758662290024404}"
551,log,system,Anomaly detected: pam: login session closed.,LOW,1,"{'event_desc': 'pam: login session closed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-27 13:36:05.211000+0000', tz='UTC'), 'anomaly_score': -12.036061849708267}"
555,log,system,Anomaly detected: suricata: alert - suricata applayer detect protocol only one direction,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata applayer detect protocol only one direction', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 13:37:17.885000+0000', tz='UTC'), 'anomaly_score': -22.03607805630382}"
555,alert,security_team,MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata applayer detect protocol only one direction', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.58.128.30', 'confidence': 0.54}"
555,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata applayer detect protocol only one direction'}"
555,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata applayer detect protocol only one direction', 'agent': 'pfsense.home.arpa'}"
556,log,system,Anomaly detected: suricata: alert - suricata applayer detect protocol only one direction,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata applayer detect protocol only one direction', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 13:37:18.984000+0000', tz='UTC'), 'anomaly_score': -21.486665001595174}"
556,alert,security_team,MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata applayer detect protocol only one direction', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '199.249.112.1', 'confidence': 0.53}"
556,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata applayer detect protocol only one direction'}"
556,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata applayer detect protocol only one direction', 'agent': 'pfsense.home.arpa'}"
586,log,system,Anomaly detected: pam: login session closed.,LOW,1,"{'event_desc': 'pam: login session closed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-27 13:49:19.462000+0000', tz='UTC'), 'anomaly_score': -7.1541719576972715}"
592,log,system,Anomaly detected: pam: user login failed.,HIGH,3,"{'event_desc': 'pam: user login failed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-27 13:50:47.482000+0000', tz='UTC'), 'anomaly_score': -14.126769604599803}"
592,alert,security_team,BRUTE_FORCE detected: pam: user login failed.,HIGH,3,"{'attack_type': 'brute_force', 'event_desc': 'pam: user login failed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.59}"
676,log,system,Anomaly detected: successful sudo to root executed.,CRITICAL,4,"{'event_desc': 'successful sudo to root executed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-27 14:09:34.324000+0000', tz='UTC'), 'anomaly_score': -11.02660902373897}"
676,alert,security_team,PRIVILEGE_ESCALATION detected: successful sudo to root executed.,CRITICAL,4,"{'attack_type': 'privilege_escalation', 'event_desc': 'successful sudo to root executed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.75}"
676,escalate,security_manager,CRITICAL: privilege_escalation detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'privilege_escalation', 'event_desc': 'successful sudo to root executed.', 'agent': 'wazuh-server'}"
718,log,system,Anomaly detected: suricata: alert - suricata applayer detect protocol only one direction,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata applayer detect protocol only one direction', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 15:19:13.051000+0000', tz='UTC'), 'anomaly_score': -20.79937265253014}"
